utt_id,label,total_duration_sec,speech_duration_sec,pause_count,avg_pause_duration_sec,hesitation_ratio,pitch_mean_hz,pitch_std_hz,pitch_range_hz,energy_mean,energy_std,jitter,shimmer,hnr,syllable_rate_per_min,estimated_syllable_count,fluency_score_raw,prosodic_score_raw
001040136,Medium,3.96,3.744,0,0.0,0.05454545454545448,188.16093958933018,89.41507880989168,217.76157687495035,0.026252545416355133,0.022610845044255257,0.018821633973316366,0.08408330125563161,15.28135837372259,96.15,6,7.0,7.0
001040149,Medium,7.159,4.704,1,1.024,0.3429249895236765,176.6423667858475,87.08242594004025,217.2787114487185,0.020973047241568565,0.02161283977329731,0.014020412912723329,0.09188157438715631,15.604523066051351,140.31,11,7.0,7.0
001040173,Medium,3.512,2.336,2,0.352,0.33485193621867887,168.24073289254792,83.91469603672574,217.10809373548872,0.025679299607872963,0.026387574151158333,0.014696893739089072,0.08979364139204021,14.194792611629516,102.74,4,8.0,7.0
001310020,Medium,3.849,2.208,1,0.288,0.42634450506625093,186.14803578976444,93.28703461539158,297.0673600949926,0.03430073708295822,0.040941547602415085,0.015611281852370129,0.08602309181870313,11.670999315025524,135.87,5,8.0,8.0
001310022,Medium,3.952,2.336,1,0.32,0.40890688259109315,178.2730777268772,91.34651005136813,287.6172256648236,0.03774156793951988,0.04385381191968918,0.017316709420037473,0.07001605317138916,13.746555098309475,102.74,4,8.0,8.0
001310023,Medium,3.508,2.208,0,0.0,0.3705815279361459,177.28917671251313,81.30600798348705,219.04051297409274,0.03498386964201927,0.03793006390333176,0.017351046062946573,0.08296512115243537,11.96263186460658,135.87,5,8.0,8.0
001310061,Medium,4.056,2.592,0,0.0,0.3609467455621302,168.6463955100085,71.73819843966506,186.75714665713045,0.047778114676475525,0.05769823491573334,0.022202502224312595,0.09107549545162873,14.078971321904486,115.74,5,8.0,8.0
001310062,High,3.199,1.92,0,0.0,0.3998124413879337,183.17903511193254,82.81309926269302,258.0696090182764,0.05748848617076874,0.06339157372713089,0.014099343785300863,0.058509925662301746,16.242433236265285,156.25,5,8.0,9.0
001310076,Medium,5.169,3.648,0,0.0,0.29425420777713285,178.35861896971457,76.81386605176156,248.0654793836914,0.032561901956796646,0.03625471144914627,0.019581768155442752,0.0837972038985095,12.43136954220299,98.68,6,8.0,8.0
001310078,Medium,4.726,3.008,1,0.256,0.3635209479475243,177.82347671239594,83.63990176361354,291.29694610789255,0.030350252985954285,0.03472651541233063,0.01599103061139657,0.08698102977758355,13.403138387794606,99.73,5,8.0,8.0
001310081,Medium,3.05,2.144,0,0.0,0.29704918032786876,184.86931393116265,76.32114146694953,217.94846323264804,0.051368843764066696,0.05204510688781738,0.01936883017112989,0.07825276470295967,14.841087390006578,139.93,5,8.0,8.0
001310096,Medium,3.565,2.496,1,0.512,0.29985974754558203,172.7405612401892,72.85508323714909,197.7737063528954,0.04730312153697014,0.04436920955777168,0.014675547482591698,0.0706413849182597,14.559256057298963,120.19,5,8.0,8.0
001310122,Medium,4.981,3.424,2,0.4,0.3125878337683196,183.48535440857378,77.30327956549581,270.11985006092726,0.05865427106618881,0.059704143553972244,0.017330018040344522,0.08136380146609702,13.696687711713997,122.66,7,8.0,8.0
001310123,Medium,4.655,3.68,1,0.384,0.20945220193340494,201.7274931178689,88.64649227883822,315.487608745183,0.048322685062885284,0.045333899557590485,0.01981156192603117,0.08334811281389655,13.46939079962789,130.43,8,8.0,8.0
001310129,High,3.482,2.336,0,0.0,0.32912119471568074,176.80208173556267,82.73699809786076,240.60591649332378,0.048871345818042755,0.05723223462700844,0.022681784079931294,0.09330602468463055,11.219390312341305,128.42,5,9.0,8.0
001310144,High,2.252,1.088,0,0.0,0.516873889875666,182.38106127471963,94.30776689225152,295.8051104713743,0.04892551898956299,0.06715607643127441,0.030366977595391507,0.08732101582345601,11.79466839099944,110.29,2,9.0,9.0
001310148,High,2.048,0.608,0,0.0,0.703125,158.31686423623896,91.45467935490426,295.5378613451719,0.027378546074032784,0.05254266411066055,0.01575727332156343,0.049016676412279095,9.188415889317042,98.68,1,10.0,10.0
001310152,Medium,3.396,2.208,0,0.0,0.34982332155477025,174.1707735142123,75.05985856964509,219.69621692249527,0.05467035248875618,0.054016467183828354,0.01610996367663323,0.08564161171349954,14.019676793959572,108.7,4,8.0,8.0
001310154,High,3.429,2.304,1,0.48,0.32808398950131235,182.63290894853046,84.48208365106824,282.3368901179473,0.04970729351043701,0.05466238409280777,0.027402903839729317,0.09560188252707873,11.159831822029005,156.25,6,9.0,8.0
001310155,High,2.091,1.248,0,0.0,0.40315638450502156,168.58440177064676,93.22485622805446,232.26783908493715,0.03218397870659828,0.046671148389577866,0.03207934256805168,0.10963745709425275,5.662825278797704,96.15,2,10.0,9.0
001310162,Medium,2.404,1.216,0,0.0,0.49417637271214643,144.75270429295483,73.89018875781632,208.5985185626334,0.04599804803729057,0.06650322675704956,0.026570980142902764,0.07039832964707392,7.063413012189414,148.03,3,7.0,7.0
001310165,Medium,3.134,1.984,1,0.256,0.3669432035737077,167.62453129083696,66.87408584085036,165.9062342913694,0.04977921396493912,0.054747141897678375,0.020743199441182608,0.09353519878069706,13.020318227985241,151.21,5,8.0,8.0
001310168,Medium,2.57,1.344,0,0.0,0.47704280155642015,163.66352501705248,72.23290408842344,189.57460488727872,0.060215309262275696,0.07615015655755997,0.022417417989397292,0.08068206869370455,13.356670778996952,178.57,4,8.0,7.0
001350002,High,2.973,2.048,1,0.352,0.3111335351496804,190.06426597816034,73.30723117699378,248.97662736139145,0.02942620776593685,0.02648336999118328,0.01657018498684378,0.06860684718674542,17.414282655216393,146.48,5,9.0,8.0
001350091,High,4.78,3.84,0,0.0,0.19665271966527204,199.21962202747338,61.70954153390469,222.8638141542677,0.03871792554855347,0.03258708491921425,0.020554917696953372,0.06901601827104581,13.98065762635,156.25,10,9.0,9.0
001350119,High,3.39,2.304,0,0.0,0.320353982300885,191.0016826089116,71.17969680742479,209.34097358547052,0.03894870728254318,0.03300665691494942,0.01860532001875835,0.06650590549074431,13.604321805683977,156.25,6,9.0,9.0
001350124,High,4.482,3.296,0,0.0,0.26461401160196346,192.55970541874507,62.131254418906906,208.93632551704053,0.026540350168943405,0.023328058421611786,0.012809680246317744,0.05599657797353717,14.503249543250552,127.43,7,9.0,9.0
001350134,High,2.31,1.184,0,0.0,0.48744588744588746,168.42070395854392,62.09749288149222,194.52201118317265,0.023579934611916542,0.027984781190752983,0.01888940665253825,0.05928803039529601,12.729655677493417,202.7,4,10.0,9.0
001350163,High,2.9,1.856,0,0.0,0.35999999999999993,192.23957550683357,62.21433784417001,210.30345328662872,0.02605559304356575,0.02408735267817974,0.016461810939017375,0.06601312340981393,15.398861882145422,161.64,5,9.0,9.0
001350174,High,3.32,2.048,0,0.0,0.3831325301204819,197.27649913433973,70.23657045125101,234.40576623450778,0.03084072656929493,0.03211996704339981,0.013701176889293754,0.05534106715637311,16.191959732345023,205.08,7,9.0,9.0
001350180,High,4.551,3.584,0,0.0,0.21248077345638322,182.69767938259787,76.92923272531898,235.30572292723684,0.027963122352957726,0.021228261291980743,0.023450133447312116,0.0760367971166737,10.873776419435826,167.41,10,10.0,9.0
001350194,High,4.009,2.88,0,0.0,0.2816163631828387,185.60858293095322,60.413680634053364,200.1135502471929,0.029454568400979042,0.02581430785357952,0.018366418968379296,0.06472585080984694,13.327096766772446,187.5,9,10.0,9.0
001350216,High,2.798,2.176,0,0.0,0.222301644031451,203.43859393937066,76.20407583951999,251.12183651666277,0.02516455575823784,0.0230921171605587,0.027848541796721173,0.09500641616320611,8.013906875120838,137.87,5,10.0,9.0
001350219,High,3.38,2.592,0,0.0,0.23313609467455618,197.13036534290225,66.0179785963044,220.95275733954628,0.025618769228458405,0.02093994803726673,0.01839034930293841,0.05899439649619332,14.975770734471208,162.04,7,10.0,9.0
001350243,High,2.693,1.637,1,0.416,0.3921277385815076,198.1627800644743,70.36717210381084,224.4472018108148,0.025197749957442284,0.025075318291783333,0.016363406310622115,0.05923144364453126,12.82184692350605,146.61,4,10.0,10.0
001350285,High,3.11,2.112,0,0.0,0.3209003215434083,190.49131310512539,61.45638550493126,203.6509454840392,0.029223976656794548,0.027598178014159203,0.013213104221390085,0.06189960433012871,16.802494607098193,170.45,6,10.0,10.0
001350312,High,3.09,2.272,0,0.0,0.26472491909385115,189.3188959994915,63.09526340929755,198.32615793714106,0.02563207410275936,0.019149726256728172,0.013828414073785225,0.057181900416313894,15.72381373921861,158.45,6,10.0,10.0
001350317,High,3.809,2.688,0,0.0,0.29430296665791544,181.7968211726976,55.87918414651616,153.07820304068352,0.027217397466301918,0.023358983919024467,0.01902032671555823,0.06819678607921423,15.896650787712764,178.57,8,10.0,9.0
001350318,High,3.98,3.008,0,0.0,0.24422110552763818,179.38060832663737,59.842940471822224,199.31982631722218,0.022501900792121887,0.0171833299100399,0.01880784628759871,0.05986780885877285,13.921441952201944,139.63,7,10.0,9.0
001350343,High,3.276,2.432,0,0.0,0.2576312576312576,213.99183603551373,66.28330719821547,241.70174857054718,0.022724809125065804,0.01887686364352703,0.019415646494876256,0.08004127049357776,11.773218178342653,172.7,7,10.0,9.0
001350350,High,3.173,2.144,0,0.0,0.324298770879294,178.81225748143478,73.14315084334518,219.45427067175092,0.013781807385385036,0.01407964900135994,0.02615397240177044,0.09296905626665132,9.288359683784076,167.91,6,10.0,10.0
001350356,High,3.25,1.92,1,0.288,0.40923076923076923,173.61505978244028,72.03768704540653,179.25276940056915,0.01814444549381733,0.02152320370078087,0.015982122087449115,0.08306138805903769,12.869666294953939,156.25,5,10.0,9.0
001350375,High,3.17,2.432,0,0.0,0.232807570977918,188.48634621631226,66.48921002085397,213.8018598862703,0.019743571057915688,0.015314579010009766,0.0228536611823698,0.08654360176711418,10.722846540031258,172.7,7,10.0,9.0
001450037,Medium,4.71,2.88,1,0.32,0.3885350318471338,217.2842588554698,78.0310398384323,235.17334583424318,0.04290216416120529,0.05997695028781891,0.00806204185367964,0.04217459308629728,18.6779262621825,104.17,5,7.0,7.0
001450043,Medium,3.73,2.528,0,0.0,0.32225201072386056,217.6437585683615,52.78052179274463,189.30887562481996,0.04743656516075134,0.04871989041566849,0.006643756513760704,0.05179875239227535,19.88676627157149,118.67,5,8.0,8.0
001450049,Medium,4.23,3.008,0,0.0,0.288888888888889,217.76706550534058,68.7089687432269,240.37757625990787,0.03217243403196335,0.02942439541220665,0.010979958047036583,0.05451441312576753,16.390567894942745,139.63,7,8.0,7.0
001450051,Low,7.998,3.424,2,1.776,0.5718929732433108,221.53751506181038,67.92060977358491,218.28816387729873,0.021663952618837357,0.03232577443122864,0.007826656918315012,0.04249782389495137,18.424282134592662,105.14,6,6.0,6.0
001450063,Medium,3.54,2.272,0,0.0,0.3581920903954803,226.88396481817577,65.32285719459188,231.2407361007505,0.02651788294315338,0.02806982584297657,0.01231435564177525,0.05915988240639901,13.116029859520077,105.63,4,7.0,7.0
001450070,Medium,4.751,2.368,1,0.512,0.5015786150284152,212.69185724724875,74.7795839776536,230.0059856159014,0.055214300751686096,0.07907631993293762,0.012650537538883537,0.048024193261654746,20.43437965686833,126.69,5,7.0,7.0
001450083,Medium,4.81,3.488,1,0.256,0.2748440748440748,225.04202347998654,73.71867639028676,245.97501975071748,0.02644042856991291,0.024480300024151802,0.01467389145052643,0.05511802011874213,14.55544077883975,120.41,7,8.0,7.0
001450090,Medium,5.33,3.648,1,0.576,0.31557223264540335,216.71115682240992,79.60455562003247,259.89936184577454,0.04677864909172058,0.04514971375465393,0.012101924128459606,0.0609457307976023,12.931105484689155,131.58,8,7.0,7.0
001450094,Medium,6.48,3.52,1,1.568,0.45679012345679015,218.26843943037463,70.68307207211721,213.1283360473808,0.02764766290783882,0.03158458322286606,0.010515326012541947,0.05033774898980655,17.470987973702073,119.32,7,7.0,7.0
001450098,Medium,5.85,4.16,0,0.0,0.2888888888888888,226.33451062721772,69.37737379239753,239.95595727880468,0.03927142918109894,0.043323419988155365,0.010686732662850694,0.059501424577964104,17.519053718381095,100.96,7,7.0,7.0
001450109,Medium,6.16,3.2,1,1.696,0.4805194805194805,243.65324905254184,62.23095174160736,240.3317214295622,0.03798535093665123,0.04608152434229851,0.009928707839409159,0.04040932862518298,16.30906302428092,112.5,6,7.0,7.0
001450116,Low,10.18,4.48,4,1.104,0.5599214145383103,227.90862577021088,77.99351027432292,224.3986446312831,0.020702069625258446,0.0291270948946476,0.009605565613505089,0.0451023854549029,18.981498354073977,120.54,9,6.0,6.0
001450140,Low,3.68,2.112,1,0.288,0.4260869565217391,226.5942389556096,75.87243628538555,236.824549390299,0.021598966792225838,0.02732612006366253,0.01724008363278846,0.057069410968674926,10.61774590219089,142.05,5,6.0,6.0
001450142,High,2.138,0.8,0,0.0,0.6258185219831618,218.50897572251992,78.28881614633659,242.66443299027782,0.016525913029909134,0.027032112702727318,0.015359971575129685,0.07037006403345578,7.196971158670434,150.0,2,9.0,8.0
001450146,High,2.85,2.016,0,0.0,0.29263157894736846,217.79955976121298,63.34741993302884,196.58166823477828,0.016973089426755905,0.016324900090694427,0.012982235404535988,0.07732687159500719,8.97777412968453,148.81,5,9.0,9.0
001450159,Medium,5.11,4.288,0,0.0,0.16086105675146772,234.49913901551423,75.89223060416997,271.06897055994574,0.02124973200261593,0.019005781039595604,0.00932925126793743,0.048670035027410595,13.151450698350468,97.95,7,7.0,7.0
001450170,Medium,4.46,2.912,2,0.368,0.347085201793722,214.79224014398065,77.36544645921664,222.95641805456074,0.037370484322309494,0.03979894518852234,0.01040087260947314,0.051288616855081265,16.443184563581003,144.23,7,8.0,7.0
001450171,Medium,5.24,3.36,1,0.576,0.3587786259541985,221.27998159416504,78.83273647753698,237.41370034852758,0.030672840774059296,0.032672490924596786,0.015635962467890497,0.0638063152897564,15.12810505774861,142.86,8,7.0,7.0
001450172,Medium,4.09,2.528,1,0.256,0.3819070904645476,224.90183538500239,67.43317100705936,206.9916185281844,0.04067447781562805,0.05471528694033623,0.010332575974349358,0.045806327832577695,16.476742776666487,142.41,6,8.0,7.0
001450173,High,2.07,0.8,0,0.0,0.6135265700483091,202.6981224252562,74.19183773645153,205.91310903910858,0.031162280589342117,0.04767752066254616,0.012926396223360998,0.03989383574882615,17.819691494496997,75.0,1,9.0,9.0
004820005,High,3.484,2.592,1,0.256,0.2560275545350172,164.66555474956277,67.48432387690457,205.61804792382554,0.0942985787987709,0.0725381150841713,0.017707721427434573,0.11166034007822642,10.491997215504828,185.19,8,9.0,9.0
004820015,High,4.37,3.36,1,0.256,0.23112128146453095,149.66291091524926,60.427212513581644,229.3507620511772,0.0665024146437645,0.047910865396261215,0.017604405661194613,0.08549818789187971,11.445638373553688,196.43,11,9.0,9.0
004820041,High,4.928,3.552,1,0.288,0.2792207792207792,133.08457027969885,48.124273282335196,130.5451573576657,0.06556080281734467,0.05404578894376755,0.020743963843258762,0.08806578290354686,11.211899889313823,152.03,9,9.0,9.0
004820045,High,2.19,1.184,0,0.0,0.4593607305936073,169.84220332159904,74.83206342616626,226.4978778291944,0.04314664378762245,0.047609228640794754,0.03527678497589067,0.158132403500035,6.599360315776383,152.03,3,10.0,9.0
004820055,High,3.32,2.304,0,0.0,0.3060240963855422,144.61063900378468,48.29129447100502,151.4029626356824,0.05676359310746193,0.048854514956474304,0.03436889837065074,0.10287554404914544,7.482153507253383,156.25,6,10.0,9.0
004820114,High,4.709,3.552,0,0.0,0.24569972393289438,147.48787147205445,54.50114470400578,157.29604696684078,0.08511050790548325,0.061124078929424286,0.026952041862070564,0.1167089177323609,8.274846970854247,118.24,7,10.0,9.0
004820119,High,3.507,2.72,0,0.0,0.22440832620473336,151.23383611675283,57.63455305202984,154.7459519774126,0.07404131442308426,0.053925856947898865,0.023088187983204635,0.08899574441509207,9.282758682975498,198.53,9,9.0,9.0
004820144,High,3.586,2.688,0,0.0,0.2504182933630786,151.61231424842603,52.70196599499637,111.47462123892481,0.0597710981965065,0.05086468905210495,0.022935352823465014,0.10251716782962629,11.198634081366587,111.61,5,9.0,9.0
004820201,High,4.106,3.552,0,0.0,0.13492450073063805,139.55447925627598,40.38903778642075,129.7656930081377,0.030720336362719536,0.02132735587656498,0.027287953709731298,0.10213006739162114,10.065870327566657,135.14,8,9.0,9.0
004820214,High,3.158,2.112,0,0.0,0.33122229259024694,142.03126371277477,41.58255660226803,145.87760361182887,0.05739591270685196,0.05217578262090683,0.022706883276360643,0.09739304565887322,8.158635270478886,142.05,5,10.0,9.0
004820220,High,2.552,1.92,0,0.0,0.24764890282131666,176.80577194789447,93.90696073461787,277.2385082180183,0.041530296206474304,0.036388497799634933,0.025216920132075455,0.11801194321146019,8.731745735789632,156.25,5,10.0,10.0
004820239,High,3.15,2.112,0,0.0,0.3295238095238095,136.94984160433805,57.89677558133922,170.99168620522317,0.03509100526571274,0.03093925304710865,0.02041885437730706,0.1048081041101351,8.012181440692839,198.86,7,9.0,9.0
004820258,High,3.335,2.432,1,0.32,0.27076461769115445,149.3595795063606,75.59603630456625,302.91983543623735,0.04519151896238327,0.04059834033250809,0.022255211324763016,0.10415237509559702,6.302697035350022,123.36,5,9.0,9.0
004820265,High,3.9,2.88,0,0.0,0.26153846153846155,167.2686102075689,63.382192712575744,220.8462722116883,0.0525096096098423,0.03930990770459175,0.01984604853034788,0.10894548856212452,10.100449994970711,166.67,8,10.0,9.0
004820268,High,3.6,2.688,0,0.0,0.2533333333333333,147.12203831356334,51.269573648539286,166.11853659370615,0.03800198435783386,0.034067392349243164,0.022541117220003414,0.10443368703697402,8.120595806131824,133.93,6,9.0,9.0
004820329,High,3.37,2.304,0,0.0,0.3163204747774481,142.67460909030095,49.21001232151062,148.44620846315388,0.06775712221860886,0.058780133724212646,0.01995024756125592,0.11759662147071599,10.367412734384752,182.29,7,10.0,9.0
004820353,Medium,4.47,3.36,0,0.0,0.24832214765100669,131.11502198460326,53.594878390950036,160.10363429911058,0.051621656864881516,0.04500669613480568,0.019851278780351655,0.07953929563561561,9.669776613280593,125.0,7,8.0,8.0
004820370,High,3.72,2.688,0,0.0,0.27741935483870966,150.80541243106748,60.96025424684384,155.24588806813625,0.056680843234062195,0.04078046604990959,0.014602036173867858,0.08060876501778316,9.709973132405294,133.93,6,10.0,9.0
004820371,High,3.61,2.56,0,0.0,0.2908587257617728,158.35001064060276,55.06731864929191,160.8886801255007,0.08604191988706589,0.07397855073213577,0.015469773411055314,0.09056551685042545,12.247228633248268,164.06,7,9.0,9.0
004820378,High,4.38,3.296,0,0.0,0.24748858447488586,153.91677351426358,50.235542506329516,154.02018451552743,0.09117909520864487,0.06871408224105835,0.015807430278882578,0.08043352202711535,11.444509028424033,182.04,10,9.0,9.0
005600015,Medium,4.127,3.072,1,0.288,0.25563363217833773,136.7111489555648,39.5261796164556,107.97400181495989,0.09701932966709137,0.07346788793802261,0.01346994740898039,0.09169026644088807,10.59316789258919,175.78,9,8.0,7.0
005600060,Medium,3.68,2.496,0,0.0,0.32173913043478264,125.88232126340796,36.80129749533078,91.55570440817742,0.0798800140619278,0.06740152835845947,0.010675301530276696,0.07957865729802634,13.090376710215686,144.23,6,8.0,7.0
005600065,Medium,4.084,3.04,1,0.288,0.25563173359451513,128.91377600134587,29.07786216894257,91.88684968950948,0.11211283504962921,0.08890082687139511,0.018964900786139126,0.0900764750726357,12.84517753409135,157.89,8,8.0,7.0
005600129,Low,5.69,4.512,0,0.0,0.20702987697715303,132.56259144839558,34.8081373308369,90.02354485773951,0.11904757469892502,0.08780554682016373,0.015604730675382195,0.08126341583734077,12.873067973931965,186.17,14,7.0,6.0
005600145,High,2.5,1.504,1,0.384,0.3984,131.52038078310935,38.99145044422354,93.02612091493604,0.07260661572217941,0.07600457966327667,0.027142012838113343,0.10841938200842056,9.677563294122287,119.68,3,9.0,8.0
005600146,Medium,2.958,1.632,0,0.0,0.4482758620689656,137.25744991406046,44.695332174961266,106.36172605282205,0.09648492932319641,0.10113290697336197,0.018236277896843886,0.10967442434577104,13.159897506378375,147.06,4,9.0,7.0
005600153,High,2.825,1.632,0,0.0,0.4223008849557523,121.77598118539166,40.14325818227344,92.17808203695971,0.07011716067790985,0.07326417416334152,0.024600566412822565,0.10027108485229012,11.911865579867284,183.82,5,9.0,8.0
005600154,Low,6.048,4.864,0,0.0,0.19576719576719578,135.06019415285704,44.335956087688245,105.91137216499884,0.11918296664953232,0.08653184026479721,0.01733262363461118,0.07395999628810959,13.688494115837033,160.36,13,7.0,6.0
005600180,Medium,2.987,1.856,0,0.0,0.3786407766990291,136.97150334621034,52.812104104059976,105.20953403932582,0.10531385242938995,0.09564373642206192,0.015816168716002582,0.0877711630537741,11.87041961309882,161.64,5,9.0,7.0
005600199,Medium,3.208,1.792,1,0.384,0.4413965087281796,123.93701229729285,28.433764667380963,88.74499855678467,0.06445492058992386,0.07150249183177948,0.023709812456432264,0.11341067819705462,8.348556670372085,167.41,5,7.0,7.0
005600205,Low,5.46,3.744,1,0.416,0.3142857142857142,126.86801474761728,32.683134155824256,92.26397634988605,0.11173069477081299,0.09486311674118042,0.020530475833383025,0.0939064773150765,11.625290530470018,192.31,12,7.0,6.0
005600212,Medium,4.703,3.552,0,0.0,0.24473740165851587,128.48577086964258,45.98305498414774,90.80877166698882,0.10743468999862671,0.080048106610775,0.02041798173861017,0.07228024863593446,14.349290821995197,152.03,9,8.0,7.0
005600214,Low,3.672,2.4,0,0.0,0.34640522875817,135.23647088302693,50.868995857239234,106.1631992854277,0.11815115064382553,0.10306457430124283,0.011456902112212937,0.06222136442345289,14.372944019322423,150.0,6,6.0,7.0
005600268,Medium,3.818,2.752,0,0.0,0.2792037716081719,133.40583638449888,42.63045167789417,91.23718542767504,0.12192600220441818,0.09899242222309113,0.015831046367352875,0.09632183876115573,12.557085743318028,174.42,8,8.0,7.0
005600294,Medium,2.563,1.28,0,0.0,0.5005852516582131,132.01851021329495,42.07227926986604,89.52152637111185,0.09883793443441391,0.11548468470573425,0.011456432917462555,0.08308176136288661,13.132407463619792,93.75,2,8.0,7.0
005600296,Medium,3.85,2.656,0,0.0,0.3101298701298701,131.0841005905687,40.3846612186484,91.40810959665193,0.10185886919498444,0.08721614629030228,0.017938812034504332,0.08467906503318726,13.467345827394334,158.13,7,7.0,7.0
005600298,Medium,3.453,2.208,0,0.0,0.36055603822762805,130.7693464801327,52.63107346060362,111.763003553225,0.09882421046495438,0.0874774158000946,0.00848916362954258,0.08056064267006081,13.695201050761087,135.87,5,8.0,7.0
005600318,Low,4.626,3.392,0,0.0,0.26675313445741466,128.74085976054425,21.04758117886717,87.30373102535545,0.12004883587360382,0.08523088693618774,0.017712134210903105,0.06885524103619045,14.550086895102632,159.2,9,7.0,6.0
005600365,Medium,3.364,2.4,1,0.32,0.28656361474435194,134.73824985669205,39.363557586116755,107.06679310849485,0.10309796035289764,0.08826151490211487,0.021292265582034182,0.09498424482407966,13.982320358653057,200.0,8,8.0,7.0
005600370,Medium,4.747,3.232,1,0.32,0.3191489361702127,130.79480737734028,30.702139217104314,98.02671163193696,0.10150406509637833,0.09095338732004166,0.016236022872345043,0.08026585718636606,14.262221496457032,148.51,8,7.0,7.0
005750059,Low,4.55,3.616,0,0.0,0.20527472527472523,194.67255552076543,47.13377709787262,150.08870696960975,0.037291135638952255,0.02526361495256424,0.014984505907638841,0.09256547786912656,13.934674326644343,199.12,12,7.0,6.0
005750067,Low,3.91,2.72,0,0.0,0.3043478260869565,188.2748661417893,68.89919196060401,178.34683925255104,0.031097598373889923,0.029189977794885635,0.014164108094115684,0.07642844142515381,13.101352324861471,176.47,8,7.0,6.0
005750089,Medium,4.68,3.904,1,0.352,0.16581196581196578,210.7126653702886,57.98472264451047,212.1200060375586,0.03276628255844116,0.02455953136086464,0.014006701390246405,0.07084142131947842,16.785120708136425,184.43,12,7.0,7.0
005750099,Low,4.56,3.488,0,0.0,0.23508771929824554,200.9023245667962,61.32152887263329,193.37198962016805,0.03824304789304733,0.0304221510887146,0.01629180426161251,0.09058405699213055,14.040266065781907,189.22,11,7.0,6.0
005750150,Low,3.53,2.496,0,0.0,0.2929178470254957,195.2249148394489,51.98734221371619,169.62224557397033,0.028211480006575584,0.02399541065096855,0.014912522962212666,0.08570634540161347,14.648918584803143,168.27,7,7.0,6.0
005750168,Low,2.917,1.888,0,0.0,0.3527596846074734,199.41936805542994,69.92998317968959,185.4278273035693,0.023673158138990402,0.02276192232966423,0.015468120628696645,0.09030748488949453,15.033116572511249,190.68,6,6.0,6.0
005750178,Low,2.76,1.728,0,0.0,0.3739130434782608,206.83878600994348,63.36574205697269,213.57215151404097,0.03539139777421951,0.03618529438972473,0.013880200262239411,0.05999733433793248,16.44026872256011,138.89,4,6.0,6.0
005750179,Medium,3.14,1.952,0,0.0,0.378343949044586,191.22244064027802,62.93302367490878,197.38105650867772,0.03896697238087654,0.04015262424945831,0.019259864444096747,0.06808366201441783,16.11782245262352,153.69,5,7.0,7.0
005750237,Low,3.24,2.208,0,0.0,0.3185185185185185,200.97097015793983,61.1191468088254,177.6870951237094,0.04246668145060539,0.03639218583703041,0.01545738274117668,0.0697088390348973,16.806065855041936,163.04,6,7.0,6.0
005750249,Low,3.42,2.272,0,0.0,0.33567251461988307,213.16042428063548,75.76377789509915,255.4113843044951,0.03720531612634659,0.037473950535058975,0.017533357243701763,0.07238487606408271,16.340974629585478,184.86,7,7.0,6.0
005750268,Medium,3.21,2.112,0,0.0,0.3420560747663551,195.09563344407408,67.91872387401587,200.60974594198942,0.044214800000190735,0.04184944927692413,0.018494816751329156,0.08003519617432782,15.86642032197019,170.45,6,7.0,7.0
005750270,Low,3.99,2.72,0,0.0,0.3182957393483709,190.90374273913656,59.69491927364559,168.24307758169104,0.034689031541347504,0.031988270580768585,0.01453946259935205,0.06586610322973427,17.382752520546198,154.41,7,7.0,6.0
005750290,Low,2.51,1.568,0,0.0,0.3752988047808764,223.83238777043493,76.54095897739658,262.78152575073534,0.04522235319018364,0.04455122351646423,0.013384659529299245,0.06376132596300525,20.150000299438613,153.06,4,7.0,6.0
005750297,Low,3.68,2.592,0,0.0,0.2956521739130435,209.98808140075855,66.11745109016037,188.25518786057825,0.042889341711997986,0.04263358563184738,0.014822574460773265,0.0702832094344366,16.815341848178356,162.04,7,7.0,6.0
005750298,Low,2.89,1.728,0,0.0,0.4020761245674741,194.1438622947405,66.95828156252466,200.02842038730859,0.03845931589603424,0.04093877226114273,0.011604522073241304,0.06228886119538762,18.407533236318457,138.89,4,7.0,6.0
005750300,Low,3.37,2.208,0,0.0,0.34480712166172106,196.47415368617737,83.59038493330534,300.0305940281279,0.030938809737563133,0.03550957143306732,0.02052710339625183,0.09498947752753348,13.325830283827,163.04,6,7.0,6.0
005750303,Low,3.04,1.792,0,0.0,0.4105263157894737,190.63463117405715,70.37159271459066,192.74064456656882,0.04492785409092903,0.04953860118985176,0.01843659682628397,0.07685344639462002,13.978456842927065,167.41,5,7.0,6.0
005750321,Medium,2.773,1.696,0,0.0,0.38838802740714035,204.62328573504792,81.0998505985025,263.65375545502013,0.034272581338882446,0.03812265396118164,0.01955963131448525,0.09152244713960146,13.27380591973158,176.89,5,7.0,7.0
005750330,Low,4.36,3.328,0,0.0,0.23669724770642211,213.5103512448922,63.95850565736662,223.95718242527147,0.05110955610871315,0.04166644439101219,0.015894052105218284,0.07191637748810106,16.49205424035744,162.26,9,7.0,6.0
005750347,Low,4.0,2.944,0,0.0,0.264,211.97021228363477,69.77107952015149,249.7474918149056,0.042859505861997604,0.03486411273479462,0.01575349970800589,0.07723046394444279,17.64920956420434,163.04,8,6.0,6.0
